111307215	203987299434897409	0
339338585	206592641444491264	1
66965817	204046002695581696	-1
418177017	205114577082523649	0
103275973	202511281784225795	-1
439945613	202720984501993473	1
459815368	206928664028389376	1
460764494	204253683645554688	1
230629288	206015593579692033	0
381518817	202521847236009984	1
356547599	206015224434798592	-1
178787896	203948653050736640	1
383971309	206473947133386754	0
292050307	204360638309470208	0
159403324	205791437000949761	-1
42037626	202548842133078016	-1
14230524	205265769611792384	0
188745613	204421804071194625	0
115494377	205747678213193728	0
29346256	206901350565560321	-1
331160605	206873487846014976	0
160979326	206808732011732993	1
255527129	205938166459404289	0
419774125	205375236374405121	0
158835131	204043179949953024	-1
258779593	206466342633746433	1
240075779	204447221415030784	-1
97131876	205073099920642048	0
444300950	204019163478499329	0
183331458	205327421153624064	0
422816335	204040604605358080	1
175984688	206785843866779650	0
327464566	204350819632562176	0
46880386	202585277506658304	-1
368505749	204066944880619520	1
233088970	205803529531691009	1
262611506	205069148525568000	1
241772136	204036028846182400	-1
23024587	206954381931843585	-1
126807076	205113922854977536	1
89699028	204978233098248193	-1
268428736	202573252575494145	1
35296664	203948568929775617	0
226794687	203914816614694913	1
256694375	202631435981570048	0
229621605	204372638515216384	0
303589492	204293806324068352	0
357267071	205350569831964673	1
388305062	205425388103544832	1
113699455	207021081284968448	1
192437697	204128097711304704	1
97884478	203971864375209985	0
57512835	205116170918035456	0
260445516	205920982655971329	-1
453586036	204400614577418241	0
64575013	202534388024623105	1
570259058	204889468967198721	0
146412329	204163757662937090	0
66593082	205814510051799040	0
157924571	204205818328006656	1
337884293	202588993907474433	-1
547035506	206721687729881092	0
71887066	206458692227448832	1
279380842	206491240227799042	-1
232119321	206649964993056769	1
348736212	202613240990146562	0
210773797	206618476599705600	-1
57809912	205480974975369217	0
548112479	202698846965473280	-1
182558301	205866368606810114	0
347331149	204412714934743041	1
220205598	204401591577616384	-1
184754669	202568609359339520	-1
64616136	205080896980779008	-1
103465418	204031897838424064	-1
428599667	203973625978699777	-1
52794984	204345333298376706	1
153804732	202550912357642240	0
239931799	205421625351483395	0
516930210	206796728031121411	0
390068429	206627026600329219	-1
290397272	202510220562403329	0
317197828	205111452539949057	0
94979167	205424922342854658	-1
273089177	205475824357482496	0
238886898	206585158760009728	0
263024099	205469664296439810	0
399549185	206515281894440960	-1
104605852	205781446198181888	1
43635444	203915538890633216	0
216299334	203963501218234368	1
243799343	203980374559297536	-1
300070274	205522268837789696	-1
78184695	207049783045668864	0
72311177	206494305957851137	1
91776693	206645581945389056	0
27966926	206841917613420544	0
90420314	202499709397508097	1
30689667	204922138761760771	0
85656926	203918525365092353	0
489124261	202585369793921024	0
14670341	205476984552292355	0
261827965	203928922881130497	0
478252805	202565161595305984	1
549357821	205554887013044224	-1
554007607	205038170180550657	-1
100711569	204089514505932800	1
58838591	202655918079479808	0
258885469	204339186457788417	0
29650413	205417925841133570	0
236346828	204066924093636608	0
567901978	206967188849033216	0
402813132	204925317687676929	0
591266921	206725307326144512	0
44577029	206873777341083648	0
269355316	205097133043482624	0
500453420	203927438114291712	0
250326581	206446746992263169	0
420653699	206916478249873409	0
102335402	202700272823308288	1
416530730	206705510311936000	-1
392169185	204178366637686786	0
568001399	204916765380190208	0
500935988	204253285350256640	-1
187327173	207040618239762432	1
369982335	205005873393844225	0
42106516	206830475346575361	0
511052411	205420987943108608	0
318723167	205127806059941889	-1
24474870	206592784138899456	1
288046008	205355137185751041	1
349696552	206483967300468737	0
276724016	203677181929459713	0
252756541	204024465028419585	-1
297138252	206887949923655682	1
296052778	204024751700721664	-1
422409557	204014813762957312	0
522621257	206574920543633408	-1
337140693	204935153192144897	1
191225411	205868706981621761	0
406717354	202608719790477312	0
224826880	204259761447911424	-1
109505337	204959195009794048	1
178620795	203947864320249858	-1
253351419	204401637861756928	1
102043576	203942114051096576	1
415850689	205898844888776704	0
95240650	205035115905159171	0
112672704	204023034611384321	1
24883373	205467884552589313	0
325413040	205383371638050818	0
25395273	205950766438039553	1
41054503	205468920478568448	1
380630976	205799796395622400	0
481358244	205389895538180097	1
392271335	204001308053733378	-1
414089931	204310210452537346	-1
494583213	204415749077467136	0
565675651	203984453352169472	0
561611370	204031289047785472	1
285266292	204009822545387520	0
420051688	204975347425492995	0
456949245	205008960426754050	0
114876361	205473089717411841	0
232666270	205016158066311168	0
20462239	204113422013575168	0
255713490	205503083193712640	1
504803498	205783686313029632	1
396904679	206809390446161920	0
161831984	205867144192335873	0
512897185	204109424900575232	0
207950470	204189088033677312	-1
274614864	206704616996478976	0
4824301	202556713461760000	0
115088073	203691387642855425	0
321111691	204395510038147074	-1
292224129	204321019102625794	0
19616799	205013448403320832	-1
99675482	206713659601334273	-1
69652036	204317411921506305	0
165593609	204280212899373056	-1
390364929	203990180732993537	0
261860843	205827453875257344	0
367073641	205288168126283776	-1
446035374	204970406392766466	-1
105726521	206848089661771776	0
